N,P,K,temperature,humidity,ph,rainfall,label
31,18,30,28.28905147,97.00396405,5.973853124,142.9403233,coconut
19,16,34,28.69164799,96.65248672,6.081568052,178.9635457,coconut
17,7,31,29.70931288,96.30484325,6.37466756,209.8453993,coconut
37,12,33,27.14865285,96.66355213,6.027707171,149.2433497,coconut
16,21,28,29.28725038,91.95614918,5.868285082,132.1491176,coconut
12,10,28,25.06871967,93.31410447,6.205931638,134.8419069,coconut
2,8,35,26.92449525,91.20106019,5.570745386,194.9022136,coconut
21,30,26,28.27804288,93.64761266,6.095261013,171.9457959,coconut
39,9,28,29.18032562,92.73041222,6.025789594,204.9603677,coconut
31,25,27,28.3575072,91.64509299,5.542873799,160.7306991,coconut
33,17,27,29.38072512,93.27565685,6.366219551,218.5241851,coconut
31,14,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
26,13,29,26.31270635,98.62048026,5.804965067,208.1181381,coconut
4,15,25,29.52501367,91.91185319,6.121005506,194.3100272,coconut
16,8,27,28.83214859,92.17170353,6.000248647,145.4172387,coconut
30,29,25,28.48444906,97.76865458,5.820978791,160.389421,coconut
35,13,34,28.74013335,93.39676499,5.620733794,156.7650823,coconut
30,29,25,25.00872392,95.59224018,6.001936419,165.8092179,coconut
35,26,31,29.8690834,91.14723422,6.305740522,192.7678575,coconut
18,27,26,27.54273211,94.59086121,6.362544111,150.2012138,coconut
5,26,33,26.52166434,98.38227669,5.588655387,144.6261698,coconut
39,25,26,25.03512351,95.89739958,6.182232762,174.796583,coconut
27,8,25,29.20394909,95.66997327,5.959493188,211.2506267,coconut
36,6,25,27.05826457,91.10510371,5.677282678,224.7006953,coconut
37,8,33,26.18552389,96.96637916,5.612122797,135.4186222,coconut
4,29,33,27.59376845,92.48519606,6.206077742,162.8432736,coconut
12,8,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut
5,23,28,28.87862994,95.11320315,6.203376525,145.0583117,coconut
29,10,31,26.50908611,94.48414544,6.143662699,199.8778403,coconut
30,20,34,26.87037587,91.72546257,6.100429497,214.4128874,coconut
11,21,25,27.57283516,94.90485697,5.708409601,145.9298935,coconut
26,21,27,28.05912437,98.3670985,5.868255858,171.6516396,coconut
24,30,26,29.51611558,92.56492864,6.461225827,131.2116167,coconut
8,21,26,28.96318258,95.16333673,6.165084855,222.803013,coconut
37,29,28,25.09897688,92.36099489,6.047044342,157.7592626,coconut
23,11,25,27.1872282,92.19906776,6.137102505,141.3220576,coconut
37,7,29,29.03065024,90.79093862,5.894027065,205.5720367,coconut
8,21,31,27.754298,95.94643831,5.56222383,131.0900076,coconut
10,23,27,27.31155708,99.96906006,5.832608028,201.8258633,coconut
19,20,29,28.84270971,99.64328526,6.218571874,224.4016682,coconut
24,11,27,26.61423461,96.97300803,6.142010637,191.006688,coconut
12,12,35,29.70143197,95.65754365,6.078807239,215.1968037,coconut
9,30,31,25.54759871,91.64194826,5.702484758,212.867626,coconut
30,20,30,26.37978453,91.49882979,5.547594847,167.0470997,coconut
29,26,32,27.45907759,92.90736493,5.836075368,142.1430003,coconut
24,27,31,27.02269204,95.71935435,6.231662767,147.1682459,coconut
19,8,35,28.98545306,90.73966792,5.718120393,148.8398374,coconut
12,29,28,26.1055118,91.52421214,5.852038202,134.1279669,coconut
31,18,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut
31,23,28,25.54963273,96.92786777,6.156259104,191.2996157,coconut
19,22,31,28.56973521,95.67906668,6.436314406,134.8370348,coconut
26,6,33,26.07010807,96.7036223,5.981169595,143.533473,coconut
2,24,25,25.51791333,94.38420565,6.271952833,178.7297725,coconut
27,24,34,25.9490364,94.73860514,6.470465614,144.1571109,coconut
17,26,27,28.2974764,95.41122824,6.141502001,182.4482352,coconut
40,17,30,29.56549169,91.40896307,5.826381164,224.8315729,coconut
11,27,27,29.69952329,95.21224392,6.342463714,148.3003692,coconut
14,11,25,26.14162144,93.28415295,6.071897347,195.4115025,coconut
26,28,27,26.00175125,94.79998418,6.331051715,209.540094,coconut
25,28,33,27.15116142,91.48889469,6.413184638,164.9182225,coconut
5,15,26,28.97318719,98.09861043,5.50158009,213.9011021,coconut
16,11,26,26.13958446,96.38580769,6.338720873,131.3387935,coconut
11,17,35,25.51618488,94.33465411,6.015672239,135.1272491,coconut
23,22,33,27.55821802,99.98187601,5.735364307,174.6256481,coconut
10,8,25,27.81132822,97.48410555,6.465906333,154.0621221,coconut
6,21,26,25.60033702,99.7240104,5.855457599,165.8248732,coconut
11,22,28,26.91641934,99.84671638,6.318552973,225.6323656,coconut
35,11,31,29.1797902,90.27214288,6.006784979,188.9252083,coconut
0,22,25,26.44600063,98.29937782,6.008386283,221.2258168,coconut
35,11,30,28.43572863,95.8840407,5.665785202,203.9283708,coconut
25,28,31,28.94099669,93.00109012,5.764615485,191.7723087,coconut
27,10,34,26.45488737,93.45042636,5.901495544,149.2220255,coconut
0,8,27,25.79490531,93.84150618,5.779032666,152.4238712,coconut
36,25,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut
115,50,23,24.40228894,79.19732001,7.231324765,90.8022356,cotton
124,38,16,23.09595631,84.86275707,6.925412377,71.29581071,cotton
103,53,15,23.9656349,76.97696717,7.633437412,90.75616738,cotton
108,44,22,24.88738107,75.62137159,6.827354668,89.76050416,cotton
113,53,25,25.36243778,83.63276077,6.176716425,88.43618918,cotton
106,58,24,24.69457084,81.7358876,6.628722836,78.58494391,cotton
104,56,20,25.0017188,80.53965818,7.256877571,96.32600992,cotton
105,56,15,22.45942937,81.30681027,6.443785385,64.23026638,cotton
103,40,22,23.60564038,79.29573149,7.723240151,72.49800885,cotton
100,39,24,24.58453146,79.12404171,5.947448589,71.94608134,cotton
105,56,21,23.0865933,83.55546146,7.227745516,71.84080724,cotton
120,56,21,23.5000992,83.63488952,6.219469084,79.81328183,cotton
118,50,23,24.1472953,75.88298598,6.021439523,69.91563467,cotton
119,38,16,24.69315538,84.84422454,6.253343655,89.799462,cotton
106,49,17,24.484692,84.44932014,6.187455799,90.94342484,cotton
121,52,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton
100,48,21,23.47986888,81.73049149,6.720449769,86.76287924,cotton
116,46,25,24.18586246,76.04203958,6.431689506,69.08056728,cotton
140,51,18,25.00755095,78.17952126,7.453106264,86.06411872,cotton
137,35,24,25.99237426,77.0543546,7.368258226,89.1188212,cotton
102,48,23,23.66457347,81.69105088,7.352401887,99.36898373,cotton
138,51,21,25.66891439,81.38103349,6.652143699,78.59595817,cotton
133,58,15,22.04612876,84.62978302,6.144631795,86.00758678,cotton
134,44,23,22.4204752,84.55794703,7.318802162,93.46595573,cotton
121,39,19,25.03149561,82.21276599,7.954629324,95.0191318,cotton
117,37,20,23.53371386,77.21705554,6.207652157,87.54004943,cotton
100,59,18,22.77076388,82.5993307,6.631005298,81.49543437,cotton
111,45,20,25.49848236,79.9751579,7.306918817,67.05961949,cotton
111,48,21,25.248679,83.4630147,5.898293044,86.55517751,cotton
111,38,21,22.78249615,77.51235009,7.238566893,64.61444234,cotton
120,57,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
131,48,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton
130,36,25,24.14386157,84.51591287,6.785723961,80.36146974,cotton
102,53,23,25.03300222,79.04368718,7.393441155,97.10087029,cotton
132,50,18,23.65724079,84.47601498,6.486068274,88.54479121,cotton
128,50,22,25.54359718,84.09229796,7.175934962,88.94245493,cotton
109,44,24,22.00085141,79.47270984,7.388265888,90.42224164,cotton
121,47,15,23.64328417,78.1258666,6.10539819,80.96157332,cotton
123,39,23,23.96436009,78.02763149,6.419536555,84.63148859,cotton
136,45,25,24.65425757,75.6350708,6.307585854,61.82980133,cotton
125,56,23,24.3017998,84.87668973,6.93221485,65.0247867,cotton
130,36,23,24.29144926,81.02453404,7.810865753,90.41694635,cotton
140,36,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
117,43,20,25.72180042,81.19666206,7.569454601,99.93100821,cotton
117,53,22,24.87663664,76.30050373,7.041065585,91.9223468,cotton
104,37,16,22.60612115,77.34264002,7.208795456,75.13617229,cotton
121,53,20,23.86814008,75.68339729,6.814341946,90.4547185,cotton
105,58,17,23.41022496,76.43836957,7.442217061,78.82199603,cotton
112,47,25,24.96440768,81.31677618,6.854558957,80.03995829,cotton
131,54,18,25.16820129,80.30351815,7.884550475,84.62419032,cotton
135,46,20,22.72767171,77.07598065,6.006085786,77.55176318,cotton
107,41,19,22.45145981,76.25674874,7.432043735,86.84998693,cotton
134,36,15,23.04920461,75.53835214,6.498052108,70.65644296,cotton
125,55,17,25.29250148,75.66653335,6.205263534,62.64174227,cotton
100,49,15,22.95604064,82.33733678,6.360812227,66.48339303,cotton
120,55,16,22.80213132,84.14668447,7.046607434,91.6389565,cotton
107,56,15,23.54234715,75.98203329,7.947011366,84.12536744,cotton
131,36,17,24.41212325,80.80343786,6.281913858,98.60457373,cotton
117,57,18,22.94276687,75.37170612,6.114525877,67.08022574,cotton
113,35,22,25.53676123,81.13668716,6.753978061,95.4262599,cotton
136,54,21,25.32023717,81.79475917,7.425041316,83.46532547,cotton
135,37,22,22.426733,81.53480799,6.745104394,65.54475812,cotton
112,43,23,25.78544484,75.00539324,7.641116569,91.39578861,cotton
124,57,18,25.68959532,77.90621048,6.470135478,66.19426787,cotton
106,46,21,22.14593688,82.8597549,7.091992365,60.65381719,cotton
139,59,15,25.07278712,82.50257909,6.520403794,93.51042684,cotton
140,44,18,22.21506982,76.17851932,6.127939628,70.40557612,cotton
101,57,20,23.9643129,76.59175937,7.994679507,76.13090645,cotton
111,36,20,25.40059227,76.53237965,7.524707577,62.5138867,cotton
117,60,16,23.7805123,83.03878838,7.827877818,66.26555904,cotton
118,46,24,24.16402322,76.7433897,6.436691764,61.94626051,cotton
121,37,23,25.31468463,77.91757121,5.907930899,72.82902109,cotton
133,42,20,22.60361557,80.3509046,6.135025006,88.57395505,cotton
105,35,19,22.9535715,78.71555832,6.044556594,99.75336197,cotton
105,51,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
132,36,24,23.80834611,83.91902605,6.691268104,70.97358303,cotton
134,57,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton
110,49,16,25.96779712,81.97904282,7.272316209,74.14169043,cotton
103,38,24,25.5308271,80.04662756,5.801047545,99.39557151,cotton
127,57,18,24.43847399,81.69801729,6.757457943,60.79645852,cotton
138,60,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton
110,42,20,23.51308653,76.72621429,7.976889498,80.11272117,cotton
125,56,16,22.75805656,76.75768356,6.558902588,97.76600619,cotton
104,39,24,24.71252544,77.7293114,7.979090365,85.24963302,cotton
127,52,22,23.45969093,82.44777468,7.903528673,93.50153555,cotton
107,45,15,25.5503704,77.85055621,6.73210948,78.58488484,cotton
120,55,22,22.08458267,82.82904143,6.691690476,67.06459777,cotton
110,46,22,24.68854799,78.51206972,7.839849298,69.31153566,cotton
119,57,17,25.84997269,84.16855231,6.61448588,77.03421249,cotton
124,41,25,22.46054478,75.40989245,7.456971816,71.85436078,cotton
139,52,19,23.65629976,77.52425987,7.2942193,74.8984994,cotton
131,40,23,22.00817088,81.83896111,7.762647875,92.23645249,cotton
138,43,16,24.32630461,80.13456404,6.363406102,69.45072055,cotton
102,45,19,22.92360984,82.68738535,7.63737841,92.91915074,cotton
137,52,15,23.43821725,78.63388824,6.200671976,81.15072105,cotton
107,45,22,22.10718988,78.58320116,6.364729934,74.94136567,cotton
115,54,24,23.03814028,76.11021529,6.913678684,91.49697481,cotton
102,50,16,24.54795322,75.39752705,7.766259769,63.88079866,cotton
134,37,18,23.73868041,75.77503808,7.55606399,76.63669195,cotton
105,45,19,22.31871914,83.86129998,7.288377241,65.35747011,cotton
85,42,35,25.52468965,72.24850829,6.002524871,151.8869972,jute
65,58,36,26.59104992,82.94164078,6.033485257,161.2469997,jute
74,47,39,25.29781791,86.8870535,7.121933579,196.6249511,jute
97,42,35,25.72100868,88.16513579,6.207459637,175.6086697,jute
88,48,39,23.58419277,72.00460848,6.090060478,190.4242157,jute
80,52,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
60,35,36,23.41798979,85.08640476,6.661957897,185.7446728,jute
71,56,41,24.35564134,88.80391021,6.176860192,169.1168028,jute
80,42,42,26.284017,75.14640198,7.251847296,182.2685447,jute
76,54,40,25.13842773,83.12053888,6.386259978,169.3388465,jute
100,51,36,24.88692811,71.91711523,7.319735475,150.2498675,jute
87,53,40,25.75734909,88.36668522,6.025028997,189.4263485,jute
75,52,41,23.12844351,74.68322732,6.344751947,199.8362913,jute
70,42,37,24.9949957,88.95692783,7.02777956,151.4935635,jute
64,60,43,25.21622704,70.88259632,7.299304715,195.8645552,jute
76,46,39,24.39736241,79.26861738,7.014063944,164.2697011,jute
93,44,43,23.31410442,71.4509053,7.488014404,164.4970373,jute
96,49,37,25.72668885,81.86171563,6.626503893,191.9649389,jute
83,38,38,26.96656378,78.21047693,6.239011,169.8391177,jute
67,43,41,23.70467146,74.63745355,6.742688094,181.2783964,jute
74,46,40,24.90075709,73.84186449,6.588017308,153.8990984,jute
99,37,39,23.39605743,72.60512854,7.097586415,174.7876411,jute
89,45,44,26.8748389,79.78725152,6.956682743,173.1017097,jute
85,43,44,23.1426498,74.99739774,7.380396262,151.9035477,jute
91,35,43,24.29496635,77.62976013,6.176618831,184.9800516,jute
70,44,45,24.39459498,89.89106506,6.551130445,197.1220049,jute
91,37,42,25.7629429,80.76238215,6.427726565,174.5071843,jute
76,49,35,25.4879684,84.48235878,6.740947635,168.7848886,jute
62,35,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
79,49,39,26.21312799,81.70476368,6.667633355,180.1237765,jute
70,53,43,24.30748599,78.54340987,6.186814392,186.2337571,jute
73,50,43,23.76554749,87.98329901,6.334837865,150.3166152,jute
79,52,45,24.79853023,78.53037059,7.16214284,162.2847429,jute
81,35,42,23.20683504,74.09956958,7.422318499,199.4766779,jute
74,41,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
61,38,41,25.12417673,85.72530641,6.348441469,159.5718087,jute
62,42,39,23.89069041,83.46409075,6.097294061,167.7230632,jute
85,54,41,23.09433785,81.45139295,6.14132902,196.6587013,jute
85,49,44,24.21744605,82.85284045,7.479248124,166.1365886,jute
66,46,45,24.06475727,71.31342851,6.509174789,153.6390212,jute
74,49,42,24.85441411,74.4407048,6.57256106,175.572958,jute
77,49,42,26.41915161,76.85691248,7.165696848,197.2101782,jute
71,57,39,24.89326318,77.01222585,7.207457208,196.469984,jute
63,38,39,23.25583402,82.7015932,7.124333547,166.2160846,jute
86,47,45,24.7634518,87.06071115,6.463538707,179.1630865,jute
69,48,44,24.97042599,78.62697699,6.856833064,166.6415254,jute
85,50,45,26.12797248,80.49172597,7.132389299,150.6326874,jute
64,46,45,25.97825807,81.65769588,6.235357638,163.3488091,jute
94,56,39,26.2830571,73.35763537,6.704273839,186.6898282,jute
95,35,36,26.38905406,83.31240346,7.433313409,176.1516409,jute
84,53,38,25.2746335,73.7459581,6.109478059,168.0432282,jute
69,53,39,23.09499564,78.45959697,7.095413294,155.3851533,jute
88,55,38,25.79351957,81.76904006,6.352076783,193.2418382,jute
96,60,35,23.17403323,87.88255345,6.658769991,160.6217342,jute
76,48,45,25.63215038,79.95150917,7.051822472,182.2582277,jute
72,37,42,25.848795,87.81661683,7.333143205,152.6194403,jute
95,47,44,26.56767277,80.90424543,6.352771037,181.2915605,jute
96,49,44,26.24532085,72.97198375,7.124050134,189.9711184,jute
88,50,44,26.91515043,73.19897535,6.998787171,177.2233048,jute
70,42,40,24.36972377,82.11319791,6.537914958,159.9210934,jute
81,55,42,25.71901283,79.15532398,7.171054239,187.1735424,jute
84,50,44,25.01157559,88.3313023,7.228268228,169.4168014,jute
72,42,36,25.40785911,76.44048625,7.319952206,188.6372826,jute
92,55,39,23.28081,74.27607475,6.613341343,153.7447398,jute
62,58,41,23.98651719,82.09053379,6.096838784,167.0576456,jute
92,49,43,24.48556447,83.20630007,6.132570523,192.2316221,jute
77,37,44,25.86705009,84.09985284,7.36008498,154.8390847,jute
90,60,37,23.5643831,79.46283115,7.321619041,185.25947,jute
85,59,36,24.2248758,74.89465426,7.175170657,192.4931257,jute
79,45,40,25.49386782,86.97061481,7.299076163,176.5268267,jute
94,60,35,24.97178693,79.47557931,6.842966479,195.7571622,jute
66,38,41,24.80624984,82.09281674,6.356295568,156.3616174,jute
72,45,37,23.16814977,76.66724969,6.508342839,157.1215052,jute
60,50,45,24.25133493,89.86454053,7.098227926,175.1742112,jute
77,53,39,26.58361011,78.00774772,6.310699968,154.8238864,jute
72,37,40,26.82489244,78.20392774,7.093328631,153.9199807,jute
63,36,38,25.49674786,81.13449097,6.691074249,169.9288234,jute
91,45,39,24.09874353,80.57226761,6.187746776,176.8604109,jute
99,48,41,23.18866654,86.20899734,6.491506245,176.103677,jute
87,44,41,26.24347471,78.51063754,6.855362875,183.4065252,jute
65,46,44,23.75091572,71.14782585,7.124571593,160.0889553,jute
100,56,42,26.13871511,79.1188943,6.067302109,171.4892533,jute
91,54,35,26.14576648,71.23690851,6.432051512,193.1007598,jute
86,53,35,26.91643698,73.48655995,6.253408852,171.4716375,jute
75,36,36,26.5232969,77.17331847,7.287318723,157.8548562,jute
77,52,40,23.81579631,80.94023552,7.161865733,190.312216,jute
75,46,43,26.50838667,86.84264005,6.065898283,152.9801697,jute
87,44,44,26.63952463,70.95705996,7.311077075,199.3355744,jute
60,38,36,23.3250131,79.79609448,6.581693772,187.3096148,jute
66,44,42,26.47549543,73.96164569,6.732826127,180.2513601,jute
83,50,41,23.78756036,74.36794079,6.014572075,172.6442654,jute
63,52,41,25.49941707,75.99987588,6.663559451,193.7141828,jute
93,38,39,23.24925555,73.65346838,6.434610995,184.7674863,jute
87,47,42,26.98582182,89.05587886,7.432768147,193.8778713,jute
65,58,45,23.61475336,86.14290267,6.987332927,150.2355238,jute
60,52,38,23.87484465,86.79261344,6.718725189,177.5147313,jute
64,41,35,23.92887902,88.07112278,6.880204617,154.6608736,jute
77,58,36,24.81441246,81.68688879,6.86106911,190.7886386,jute
61,45,44,24.44743944,82.286484,6.7693455,190.9684885,jute
68,43,38,26.57421679,73.81994896,7.26158085,159.3223075,jute
110,23,28,26.33377983,57.36469955,7.261313694,191.6549412,coffee
97,40,26,26.45288458,55.32222678,7.235070264,144.6861336,coffee
103,37,32,25.70822684,52.88667115,7.18915558,136.7325092,coffee
115,29,25,24.12832546,56.18107663,6.431899748,147.2757818,coffee
84,36,27,23.44372334,60.39523266,6.42321105,122.2103248,coffee
86,37,26,23.4123707,52.26994674,6.869720196,139.3670753,coffee
86,24,29,23.05951896,50.40609436,6.973839707,164.4971875,coffee
83,34,34,23.07895447,63.65861483,7.184801627,129.8765443,coffee
107,29,33,27.6496114,51.11044023,6.351823783,122.8392822,coffee
101,28,35,25.46743689,69.35161206,6.392048018,171.3764462,coffee
117,25,29,26.7350622,55.55164819,6.119892347,140.6305213,coffee
112,20,27,26.20811417,52.50987966,6.910823945,189.0944824,coffee
93,36,26,27.0424167,57.27927475,6.501157208,165.6872119,coffee
89,21,33,24.65090184,51.93952357,7.027585559,135.1386537,coffee
119,17,29,27.35152643,55.99375012,7.13411409,148.9812525,coffee
103,17,32,25.17787724,62.26244581,6.647765997,135.0119649,coffee
98,29,35,23.11438731,68.00096043,6.703270635,161.8944624,coffee
91,22,25,27.22783677,52.95261751,7.493191968,175.7260273,coffee
100,21,25,23.26316991,60.5160021,6.724688503,194.1755471,coffee
118,25,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
95,39,30,25.59535262,57.72920846,7.101661011,195.7733251,coffee
110,18,29,25.5674832,60.49244602,7.466900683,190.2257843,coffee
118,19,25,25.67324193,51.29043632,6.877799264,196.2736367,coffee
110,30,33,24.40726724,62.65692638,6.410992833,148.6977358,coffee
103,15,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
116,38,28,24.53460016,66.99765375,7.482414225,180.5059257,coffee
113,39,26,27.13140403,52.89368299,6.081172981,192.4280381,coffee
95,37,35,27.56088634,68.49299897,6.516312148,167.4358075,coffee
108,18,32,23.59302313,55.27564977,6.043330951,191.3980675,coffee
93,35,34,23.17714381,52.13864034,6.959404135,117.3113562,coffee
85,28,34,24.71384065,51.29142534,7.238109556,197.6439711,coffee
107,30,29,24.38534644,64.72543073,7.234258375,119.6324109,coffee
107,26,34,27.15998538,51.59100753,6.691541233,126.1752206,coffee
116,36,31,26.53543168,67.09608099,6.809593554,120.6494434,coffee
93,23,34,27.01207284,60.76645256,6.485761419,191.4508931,coffee
101,23,30,27.55906475,58.45742907,6.784460602,117.9389993,coffee
82,15,35,23.32293161,53.00366334,7.167092586,168.2644287,coffee
87,16,31,24.23850608,54.30329632,6.73410539,115.1564012,coffee
81,30,35,23.42611644,64.10651528,6.779984384,122.6847408,coffee
103,22,35,26.02241444,55.83288958,7.277422738,176.9020924,coffee
91,40,30,24.83846178,56.7685316,7.21270048,124.4135035,coffee
107,33,31,26.24092174,65.64381357,7.487266991,148.3771202,coffee
100,21,34,24.43011925,66.02411187,7.231166546,181.6368274,coffee
85,39,25,26.00373964,62.1445102,6.559817161,153.477776,coffee
105,29,25,26.22367404,62.26594559,6.979590627,193.7461968,coffee
115,20,32,27.09617155,63.55324262,6.779230041,190.2440566,coffee
97,26,31,25.64004392,61.03273481,6.217974349,199.4735636,coffee
82,32,26,27.74576987,54.36976075,7.205078785,139.8619431,coffee
98,16,26,26.24928198,54.28617819,6.854011265,133.1120232,coffee
117,39,31,26.67377159,52.24226285,6.246872394,156.1543898,coffee
102,29,35,27.10210397,55.7497332,6.911066044,139.5013171,coffee
116,29,31,27.62975458,61.26002598,6.777417989,196.6492664,coffee
97,23,29,27.5364547,55.51673151,6.273741983,130.6377143,coffee
83,20,27,23.56960509,50.56339727,6.906124587,130.3797119,coffee
90,23,30,24.99451759,57.93250202,7.162802357,192.8736822,coffee
89,21,31,27.56441788,54.41094079,6.955787351,177.816092,coffee
81,29,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee
108,20,33,24.22984659,67.37768353,6.840927967,122.4073418,coffee
120,20,29,25.60153969,68.66257977,6.536676653,168.8383605,coffee
114,36,28,24.31274458,53.57285558,6.089443603,184.4103931,coffee
114,31,25,26.36629861,52.25738495,7.456460375,177.3176161,coffee
119,34,29,26.5602777,57.1621814,6.759211911,152.0616227,coffee
112,24,31,26.35034208,58.50650238,7.460174812,121.5586297,coffee
86,32,25,25.20406808,57.88370456,6.652642579,156.1457255,coffee
102,27,25,23.35723208,55.18792166,6.026287448,171.6976946,coffee
84,20,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee
100,15,30,24.18471151,69.94807345,7.045543056,163.2708732,coffee
96,15,34,26.44414097,53.83876189,6.993236001,175.3723314,coffee
93,25,34,26.12492233,63.37479229,6.726528895,147.8035305,coffee
86,18,28,27.77363343,64.47858698,6.937352845,192.7121236,coffee
99,21,29,25.55656667,62.67087838,7.27905689,193.5866233,coffee
104,28,32,27.92374437,67.96910852,7.079850922,115.2325531,coffee
94,26,35,26.05968403,52.31098539,6.136286518,161.3432535,coffee
90,39,31,26.35770906,64.57578034,6.505203696,163.6269496,coffee
115,25,30,24.91370487,54.15319242,7.042089492,129.5481144,coffee
114,15,34,27.31317116,68.4233391,6.348337519,192.4288139,coffee
101,37,27,26.1387869,52.26311691,7.432322234,136.3027766,coffee
81,38,28,23.1069385,67.06230539,6.787658922,162.5769606,coffee
118,40,27,23.52648086,68.44030686,6.743417121,171.8839938,coffee
105,15,32,25.11711046,68.48030408,7.00733163,194.8773479,coffee
84,25,25,24.02952505,58.84880599,7.303033217,134.6803969,coffee
95,17,34,26.70897548,69.71184111,6.861235184,158.8608887,coffee
109,38,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
85,20,30,24.59245684,56.46829641,7.288211994,137.7044047,coffee
102,31,31,27.51006055,50.66687215,6.983732393,143.9955548,coffee
93,35,35,27.57847581,58.52534263,6.172090205,156.6810374,coffee
96,20,30,26.65069302,57.56695719,6.35118177,145.105065,coffee
116,16,32,26.97251562,62.0183627,6.908671379,142.8610793,coffee
98,28,28,23.17124551,52.97841162,6.766184468,153.1201644,coffee
95,19,35,23.52652084,65.44340921,6.392791654,186.1728203,coffee
100,21,35,27.30901814,55.196224,6.348316257,141.4831644,coffee
103,35,30,27.54823036,62.88179198,6.123796057,181.4170812,coffee
92,16,28,25.627355,57.04151119,7.428523634,188.5506536,coffee
81,28,27,23.29250318,50.04557009,6.020947179,183.468585,coffee
99,32,28,24.91461008,53.74144743,6.334610249,166.2549307,coffee
88,27,30,26.77463708,66.4132686,6.78006386,177.7745075,coffee
119,37,30,27.41711238,56.63636248,6.086922359,127.92461,coffee
103,38,29,24.13179691,67.22512329,6.362607851,173.3228386,coffee
106,22,31,26.2724184,52.12739421,6.758792552,127.1752928,coffee
86,20,28,23.60301571,60.39647474,6.779832611,140.9370415,coffee
